Revenue_INR,Cost_INR,Quantity,Business_Model
9932,7449.0,4,Retail
2610,1957.5,6,Retail
36256,27192.0,8,Retail
32004,24003.0,7,Retail
2171,1628.25,1,Retail
10314,7735.5,3,Retail
9635,7226.25,5,Retail
4179,3134.25,1,Retail
8442,6331.5,3,Retail
4398,3298.5,2,Retail
3669,2751.75,3,Retail
30840,23130.0,8,Retail
8446,6334.5,2,Retail
26838,20128.5,7,Retail
7485,5613.75,3,Retail
27032,20274.0,8,Retail
15748,11811.0,4,Retail
1198,898.5,2,Retail
6358,4768.5,2,Retail
34251,25688.25,7,Retail
4380,3285.0,5,Retail
32249,24186.75,7,Retail
36808,27606.0,8,Retail
3750,2812.5,1,Retail
6382,4786.5,2,Retail
17916,13437.0,4,Retail
6714,5035.5,9,Retail
13032,9774.0,3,Retail
5430,4072.5,2,Retail
7092,5319.0,4,Retail
14697,11022.75,3,Retail
15078,11308.5,6,Retail
28002,21001.5,6,Retail
3483,2612.25,3,Retail
1797,1347.75,3,Retail
3876,2907.0,4,Retail
9248,6936.0,4,Retail
5184,3888.0,8,Retail
9506,7129.5,2,Retail
41076,30807.0,9,Retail
3720,2790.0,10,Retail
9762,7321.5,3,Retail
7908,5931.0,3,Retail
3477,2607.75,1,Retail
33960,25470.0,8,Retail
4764,3573.0,6,Retail
2988,2241.0,2,Retail
7047,5285.25,3,Retail
40284,30213.0,9,Retail
19674,14755.5,9,Retail
5436,4077.0,4,Retail
6606,4954.5,6,Retail
29912,22434.0,8,Retail
6126,4594.5,2,Retail
5391,4043.25,3,Retail
9387,7040.25,9,Retail
37712,28284.0,8,Retail
26000,19500.0,10,Retail
3552,2664.0,1,Retail
6624,4968.0,3,Retail
7629,5721.75,3,Retail
15108,11331.0,4,Retail
19860,14895.0,10,Retail
1067,800.25,1,Retail
35408,26556.0,8,Retail
3010,2257.5,7,Retail
31850,23887.5,10,Retail
22596,16947.0,7,Retail
28332,21249.0,9,Retail
3665,2748.75,1,Retail
1202,901.5,1,Retail
3198,2398.5,3,Retail
418,313.5,1,Retail
15351,11513.25,7,Retail
24016,18012.0,8,Retail
1578,1183.5,6,Retail
11496,8622.0,3,Retail
1131,848.25,3,Retail
2978,2233.5,2,Retail
25254,18940.5,6,Retail
6376,4782.0,4,Retail
9048,6786.0,3,Retail
48100,36075.0,10,Retail
4796,3597.0,4,Retail
3208,2406.0,4,Retail
6213,4659.75,3,Retail
9705,7278.75,5,Retail
4760,3570.0,1,Retail
2762,2071.5,2,Retail
11425,8568.75,5,Retail
17843,13382.25,7,Retail
14705,11028.75,5,Retail
36279,27209.25,9,Retail
8148,6111.0,6,Retail
18350,13762.5,10,Retail
14523,10892.25,3,Retail
3084,2313.0,4,Retail
23330,17497.5,5,Retail
3746,2809.5,2,Retail
10852,8139.0,4,Retail
2904,2178.0,6,Retail
2619,1964.25,1,Retail
840,630.0,2,Retail
3086,2314.5,2,Retail
462,346.5,3,Retail
10050,7537.5,6,Retail
9033,6774.75,3,Retail
16890,12667.5,10,Retail
45580,34185.0,10,Retail
16520,12390.0,10,Retail
39700,29775.0,10,Retail
5055,3791.25,3,Retail
18900,14175.0,10,Retail
27811,20858.25,7,Retail
6489,4866.75,7,Retail
650,487.5,5,Retail
14748,11061.0,3,Retail
4302,3226.5,1,Retail
1473,1104.75,3,Retail
21064,15798.0,8,Retail
21174,15880.5,6,Retail
17409,13056.75,7,Retail
9836,7377.0,2,Retail
6878,5158.5,2,Retail
13580,10185.0,5,Retail
14739,11054.25,3,Retail
39344,29508.0,8,Retail
5552,4164.0,8,Retail
20445,15333.75,5,Retail
25317,18987.75,9,Retail
1638,1228.5,6,Retail
13947,10460.25,3,Retail
13020,9765.0,10,Retail
40743,30557.25,9,Retail
5300,3975.0,4,Retail
4608,3456.0,2,Retail
39848,29886.0,8,Retail
1565,1173.75,5,Retail
28290,21217.5,10,Retail
6888,5166.0,8,Retail
24425,18318.75,5,Retail
42380,31785.0,10,Retail
34804,26103.0,7,Retail
38952,29214.0,9,Retail
40350,30262.5,10,Retail
6472,4854.0,4,Retail
18925,14193.75,5,Retail
4990,3742.5,5,Retail
21497,16122.75,7,Retail
1935,1451.25,5,Retail
23634,17725.5,6,Retail
6844,5133.0,4,Retail
3653,2739.75,1,Retail
1350,1012.5,10,Retail
31712,23784.0,8,Retail
5026,3769.5,2,Retail
16570,12427.5,5,Retail
2694,2020.5,1,Retail
29680,22260.0,7,Retail
19290,14467.5,6,Retail
37360,28020.0,8,Retail
39492,29619.0,9,Retail
8484,6363.0,4,Retail
31940,23955.0,10,Retail
27069,20301.75,7,Retail
387,290.25,3,Retail
24328,18246.0,8,Retail
1666,1249.5,2,Retail
9072,6804.0,7,Retail
3219,2414.25,3,Retail
12993,9744.75,3,Retail
7665,5748.75,7,Retail
14552,10914.0,4,Retail
28088,21066.0,8,Retail
3591,2693.25,1,Retail
40380,30285.0,10,Retail
19776,14832.0,4,Retail
5814,4360.5,2,Retail
1200,900.0,1,Retail
6020,4515.0,5,Retail
4482,3361.5,6,Retail
3558,2668.5,3,Retail
3633,2724.75,1,Retail
8980,6735.0,5,Retail
14684,11013.0,4,Retail
5170,3877.5,2,Retail
31766,23824.5,7,Retail
37580,28185.0,10,Retail
6218,4663.5,2,Retail
1080,810.0,5,Retail
17289,12966.75,9,Retail
38840,29130.0,8,Retail
16569,12426.75,7,Retail
32976,24732.0,8,Retail
8865,6648.75,3,Retail
23384,17538.0,8,Retail
22554,16915.5,7,Retail
19236,14427.0,6,Retail
8576,6432.0,4,Retail
11904,8928.0,8,Retail
15540,11655.0,5,Retail
2713,2034.75,1,Retail
17400,13050.0,5,Retail
10112,7584.0,8,Retail
28428,21321.0,6,Retail
4262,3196.5,1,Retail
27936,20952.0,8,Retail
2765,2073.75,7,Retail
19125,14343.75,5,Retail
20562,15421.5,6,Retail
16932,12699.0,6,Retail
7206,5404.5,3,Retail
10510,7882.5,5,Retail
18176,13632.0,4,Retail
29900,22425.0,10,Retail
475,356.25,5,Retail
29650,22237.5,10,Retail
31490,23617.5,10,Retail
18720,14040.0,5,Retail
21570,16177.5,6,Retail
14037,10527.75,3,Retail
40090,30067.5,10,Retail
25032,18774.0,8,Retail
5706,4279.5,9,Retail
28973,21729.75,7,Retail
3486,2614.5,7,Retail
18130,13597.5,10,Retail
16430,12322.5,5,Retail
6209,4656.75,7,Retail
38853,29139.75,9,Retail
8984,6738.0,2,Retail
18208,13656.0,8,Retail
5733,4299.75,3,Retail
3363,2522.25,3,Retail
9600,7200.0,10,Retail
15390,11542.5,6,Retail
2984,2238.0,1,Retail
18916,14187.0,4,Retail
2850,2137.5,3,Retail
1022,766.5,7,Retail
13092,9819.0,3,Retail
2230,1672.5,1,Retail
35973,26979.75,9,Retail
9524,7143.0,2,Retail
5432,4074.0,7,Retail
10998,8248.5,6,Retail
38580,28935.0,10,Retail
1542,1156.5,6,Retail
25848,19386.0,9,Retail
7614,5710.5,6,Retail
25210,18907.5,10,Retail
12048,9036.0,8,Retail
3664,2748.0,2,Retail
26586,19939.5,9,Retail
3831,2873.25,1,Retail
28400,21300.0,10,Retail
7912,5934.0,8,Retail
4491,3368.25,1,Retail
10980,8235.0,9,Retail
36072,27054.0,9,Retail
568,426.0,2,Retail
9138,6853.5,6,Retail
8972,6729.0,2,Retail
1715,1286.25,1,Retail
9056,6792.0,8,Retail
7584,5688.0,2,Retail
3420,2565.0,1,Retail
9243,6932.25,9,Retail
13455,10091.25,9,Retail
11480,8610.0,8,Retail
37278,27958.5,9,Retail
6888,5166.0,3,Retail
5760,4320.0,2,Retail
310,232.5,5,Retail
40419,30314.25,9,Retail
26631,19973.25,9,Retail
10020,7515.0,3,Retail
2175,1631.25,1,Retail
36680,27510.0,10,Retail
7540,5655.0,10,Retail
26460,19845.0,6,Retail
28064,21048.0,8,Retail
6215,4661.25,5,Retail
4876,3657.0,4,Retail
7602,5701.5,6,Retail
8156,6117.0,4,Retail
16216,12162.0,4,Retail
2658,1993.5,3,Retail
47980,35985.0,10,Retail
16891,12668.25,7,Retail
10160,7620.0,5,Retail
9510,7132.5,5,Retail
17802,13351.5,6,Retail
8400,6300.0,6,Retail
1490,1117.5,10,Retail
12651,9488.25,3,Retail
25893,19419.75,7,Retail
698,523.5,1,Retail
5556,4167.0,4,Retail
4458,3343.5,1,Retail
17530,13147.5,10,Retail
3125,2343.75,5,Retail
29827,22370.25,7,Retail
3235,2426.25,5,Retail
22792,17094.0,8,Retail
15636,11727.0,4,Retail
12390,9292.5,3,Retail
10482,7861.5,6,Retail
3948,2961.0,1,Retail
5995,4496.25,5,Retail
1032,774.0,4,Retail
22673,17004.75,7,Retail
14448,10836.0,8,Retail
28469,21351.75,7,Retail
14608,10956.0,4,Retail
7352,5514.0,4,Retail
11732,8799.0,4,Retail
736,552.0,8,Retail
9252,6939.0,6,Retail
3750,2812.5,10,Retail
20565,15423.75,5,Retail
10500,7875.0,5,Retail
2572,1929.0,4,Retail
40370,30277.5,10,Retail
600,450.0,6,Retail
882,661.5,1,Retail
6330,4747.5,5,Retail
4185,3138.75,9,Retail
6950,5212.5,5,Retail
6928,5196.0,8,Retail
13173,9879.75,3,Retail
7868,5901.0,4,Retail
3618,2713.5,2,Retail
342,256.5,1,Retail
3423,2567.25,1,Retail
18685,14013.75,5,Retail
12702,9526.5,3,Retail
14932,11199.0,4,Retail
5966,4474.5,2,Retail
13424,10068.0,8,Retail
7805,5853.75,7,Retail
14676,11007.0,3,Retail
18892,14169.0,4,Retail
39672,29754.0,8,Retail
10584,7938.0,8,Retail
8718,6538.5,3,Retail
26484,19863.0,6,Retail
11360,8520.0,8,Retail
19644,14733.0,6,Retail
1512,1134.0,9,Retail
27288,20466.0,9,Retail
30276,22707.0,9,Retail
15239,11429.25,7,Retail
11770,8827.5,10,Retail
13260,9945.0,5,Retail
36530,27397.5,10,Retail
15485,11613.75,5,Retail
36128,27096.0,8,Retail
1428,1071.0,1,Retail
31680,23760.0,8,Retail
7676,5757.0,4,Retail
29511,22133.25,9,Retail
16880,12660.0,5,Retail
44964,33723.0,9,Retail
34489,25866.75,7,Retail
980,735.0,7,Retail
1395,1046.25,5,Retail
2150,1612.5,1,Retail
21856,16392.0,8,Retail
1252,939.0,2,Retail
13428,10071.0,3,Retail
810,607.5,9,Retail
3187,2390.25,1,Retail
4059,3044.25,1,Retail
18570,13927.5,10,Retail
28980,21735.0,10,Retail
39872,29904.0,8,Retail
25750,19312.5,10,Retail
3705,2778.75,5,Retail
25587,19190.25,9,Retail
4530,3397.5,2,Retail
10374,7780.5,6,Retail
10205,7653.75,5,Retail
41110,30832.5,10,Retail
10512,7884.0,9,Retail
7272,5454.0,8,Retail
2560,1920.0,2,Retail
3456,2592.0,2,Retail
9196,6897.0,2,Retail
5152,3864.0,8,Retail
8944,6708.0,4,Retail
2467,1850.25,1,Retail
4833,3624.75,1,Retail
18296,13722.0,8,Retail
13740,10305.0,4,Retail
39285,29463.75,9,Retail
1497,1122.75,1,Retail
14238,10678.5,7,Retail
3880,2910.0,2,Retail
33110,24832.5,10,Retail
33770,25327.5,10,Retail
14274,10705.5,3,Retail
20298,15223.5,6,Retail
7460,5595.0,10,Retail
8896,6672.0,2,Retail
19520,14640.0,4,Retail
37920,28440.0,8,Retail
2315,1736.25,5,Retail
11354,8515.5,7,Retail
21915,16436.25,9,Retail
3465,2598.75,9,Retail
11940,8955.0,10,Retail
20550,15412.5,5,Retail
15162,11371.5,6,Retail
14525,10893.75,5,Retail
14696,11022.0,8,Retail
23220,17415.0,6,Retail
9515,7136.25,5,Retail
20330,15247.5,5,Retail
8583,6437.25,3,Retail
12372,9279.0,6,Retail
12019,9014.25,7,Retail
8348,6261.0,4,Retail
21165,15873.75,5,Retail
18260,13695.0,5,Retail
3615,2711.25,3,Retail
27190,20392.5,10,Retail
4416,3312.0,8,Retail
14997,11247.75,3,Retail
28128,21096.0,8,Retail
3036,2277.0,6,Retail
5204,3903.0,2,Retail
14765,11073.75,5,Retail
13748,10311.0,4,Retail
10056,7542.0,6,Retail
9440,7080.0,10,Retail
2976,2232.0,8,Retail
14292,10719.0,9,Retail
3180,2385.0,6,Retail
12171,9128.25,3,Retail
4496,3372.0,4,Retail
38144,28608.0,8,Retail
3322,2491.5,1,Retail
25010,18757.5,10,Retail
5092,3819.0,4,Retail
1983,1487.25,3,Retail
37143,27857.25,9,Retail
6490,4867.5,10,Retail
3672,2754.0,8,Retail
3090,2317.5,5,Retail
9718,7288.5,2,Retail
984,738.0,3,Retail
9928,7446.0,4,Retail
21890,16417.5,5,Retail
1944,1458.0,8,Retail
9046,6784.5,2,Retail
3988,2991.0,2,Retail
27786,20839.5,6,Retail
299,224.25,1,Retail
16696,12522.0,8,Retail
8292,6219.0,2,Retail
6522,4891.5,3,Retail
6219,4664.25,9,Retail
22074,16555.5,6,Retail
23023,17267.25,7,Retail
11268,8451.0,4,Retail
8856,6642.0,9,Retail
5439,4079.25,7,Retail
32544,24408.0,9,Retail
3212,2409.0,1,Retail
14004,10503.0,9,Retail
5848,4386.0,4,Retail
22050,16537.5,5,Retail
2865,2148.75,1,Retail
23940,17955.0,6,Retail
32040,24030.0,8,Retail
12712,9534.0,8,Retail
4700,3525.0,2,Retail
5088,3816.0,6,Retail
35072,26304.0,8,Retail
1278,958.5,9,Retail
18116,13587.0,4,Retail
5260,3945.0,4,Retail
12716,9537.0,4,Retail
18372,13779.0,4,Retail
4867,3650.25,1,Retail
23240,17430.0,10,Retail
12061,9045.75,7,Retail
1649,1236.75,1,Retail
9768,7326.0,4,Retail
5642,4231.5,7,Retail
3460,2595.0,10,Retail
7280,5460.0,5,Retail
5312,3984.0,8,Retail
21470,16102.5,5,Retail
33273,24954.75,9,Retail
1318,988.5,1,Retail
3876,2907.0,2,Retail
15904,11928.0,7,Retail
28540,21405.0,10,Retail
38061,28545.75,9,Retail
2528,1896.0,1,Retail
7528,5646.0,8,Retail
8078,6058.5,2,Retail
9810,7357.5,10,Retail
11661,8745.75,3,Retail
2628,1971.0,1,Retail
7104,5328.0,3,Retail
12050,9037.5,10,Retail
2786,2089.5,1,Retail
480,360.0,2,Retail
14736,11052.0,3,Retail
7400,5550.0,8,Retail
4336,3252.0,4,Retail
8235,6176.25,3,Retail
16830,12622.5,10,Retail
1744,1308.0,8,Retail
29658,22243.5,6,Retail
9542,7156.5,2,Retail
24200,18150.0,10,Retail
13436,10077.0,4,Retail
5484,4113.0,6,Retail
32580,24435.0,10,Retail
3816,2862.0,8,Retail
17346,13009.5,6,Retail
19060,14295.0,5,Retail
10432,7824.0,8,Retail
20845,15633.75,5,Retail
26631,19973.25,9,Retail
26154,19615.5,6,Retail
37424,28068.0,8,Retail
258,193.5,1,Retail
7950,5962.5,10,Retail
11305,8478.75,7,Retail
8086,6064.5,2,Retail
36108,27081.0,9,Retail
39280,29460.0,8,Retail
5505,4128.75,3,Retail
4503,3377.25,1,Retail
4034,3025.5,2,Retail
28970,21727.5,10,Retail
1764,1323.0,2,Retail
18801,14100.75,9,Retail
1060,795.0,5,Retail
6755,5066.25,7,Retail
26754,20065.5,6,Retail
10668,8001.0,7,Retail
5466,4099.5,6,Retail
34070,25552.5,10,Retail
19990,14992.5,10,Retail
14415,10811.25,5,Retail
10296,7722.0,3,Retail
14697,11022.75,9,Retail
211,158.25,1,Retail
2370,1777.5,2,Retail
403,302.25,1,Retail
9440,7080.0,2,Retail
5400,4050.0,2,Retail
37242,27931.5,9,Retail
10520,7890.0,8,Retail
11859,8894.25,3,Retail
906,679.5,2,Retail
8975,6731.25,5,Retail
26520,19890.0,10,Retail
26286,19714.5,6,Retail
4340,3255.0,7,Retail
1382,1036.5,1,Retail
11220,8415.0,3,Retail
14392,10794.0,7,Retail
3045,2283.75,7,Retail
3789,2841.75,3,Retail
14185,10638.75,5,Retail
2774,2080.5,1,Retail
9927,7445.25,3,Retail
7869,5901.75,3,Retail
26726,20044.5,7,Retail
3802,2851.5,1,Retail
6500,4875.0,2,Retail
9342,7006.5,6,Retail
13948,10461.0,4,Retail
24165,18123.75,5,Retail
3003,2252.25,7,Retail
23688,17766.0,9,Retail
35910,26932.5,9,Retail
3837,2877.75,1,Retail
3582,2686.5,1,Retail
18910,14182.5,10,Retail
13062,9796.5,7,Retail
12636,9477.0,6,Retail
30443,22832.25,7,Retail
11226,8419.5,6,Retail
7784,5838.0,2,Retail
3194,2395.5,1,Retail
12616,9462.0,8,Retail
19485,14613.75,9,Retail
14022,10516.5,6,Retail
13782,10336.5,3,Retail
22446,16834.5,9,Retail
5448,4086.0,4,Retail
4312,3234.0,7,Retail
6222,4666.5,3,Retail
1114,835.5,2,Retail
27060,20295.0,6,Retail
13940,10455.0,10,Retail
4730,3547.5,5,Retail
34069,25551.75,7,Retail
2142,1606.5,1,Retail
16226,12169.5,7,Retail
6870,5152.5,5,Retail
21140,15855.0,5,Retail
18102,13576.5,6,Retail
1007,755.25,1,Retail
3049,2286.75,1,Retail
3485,2613.75,1,Retail
2084,1563.0,2,Retail
8208,6156.0,9,Retail
23184,17388.0,6,Retail
8421,6315.75,3,Retail
12425,9318.75,5,Retail
9520,7140.0,4,Retail
21954,16465.5,6,Retail
2733,2049.75,3,Retail
2443,1832.25,7,Retail
1928,1446.0,1,Retail
5430,4072.5,5,Retail
3416,2562.0,2,Retail
17185,12888.75,7,Retail
22452,16839.0,6,Retail
18846,14134.5,9,Retail
3200,2400.0,8,Retail
3104,2328.0,8,Retail
5215,3911.25,7,Retail
20568,15426.0,8,Retail
16030,12022.5,10,Retail
1542,1156.5,2,Retail
29358,22018.5,6,Retail
19875,14906.25,5,Retail
880,660.0,2,Retail
2104,1578.0,2,Retail
4184,3138.0,1,Retail
33620,25215.0,10,Retail
165,123.75,3,Retail
15444,11583.0,9,Retail
12939,9704.25,3,Retail
11190,8392.5,5,Retail
1164,873.0,2,Retail
2730,2047.5,3,Retail
34400,25800.0,10,Retail
19758,14818.5,6,Retail
13656,10242.0,3,Retail
39159,29369.25,9,Retail
9758,7318.5,7,Retail
12663,9497.25,7,Retail
14868,11151.0,9,Retail
30420,22815.0,9,Retail
21440,16080.0,8,Retail
708,531.0,2,Retail
3073,2304.75,1,Retail
11375,8531.25,5,Retail
32400,24300.0,8,Retail
1916,1437.0,2,Retail
17770,13327.5,5,Retail
14238,10678.5,9,Retail
25992,19494.0,9,Retail
3192,2394.0,8,Retail
14976,11232.0,3,Retail
10974,8230.5,6,Retail
207,155.25,1,Retail
8625,6468.75,3,Retail
830,622.5,1,Retail
2757,2067.75,3,Retail
8200,6150.0,5,Retail
9345,7008.75,7,Retail
2572,1929.0,2,Retail
1974,1480.5,3,Retail
17840,13380.0,10,Retail
2639,1979.25,7,Retail
4356,3267.0,4,Retail
4134,3100.5,2,Retail
1537,1152.75,1,Retail
648,486.0,2,Retail
12255,9191.25,3,Retail
24885,18663.75,5,Retail
9148,6861.0,4,Retail
10374,7780.5,7,Retail
3822,2866.5,2,Retail
1419,1064.25,3,Retail
3008,2256.0,8,Retail
1584,1188.0,9,Retail
28245,21183.75,7,Retail
7926,5944.5,6,Retail
7596,5697.0,3,Retail
6674,5005.5,2,Retail
19724,14793.0,4,Retail
24840,18630.0,5,Retail
15972,11979.0,6,Retail
31650,23737.5,10,Retail
5252,3939.0,2,Retail
7284,5463.0,6,Retail
24066,18049.5,6,Retail
4725,3543.75,3,Retail
23868,17901.0,9,Retail
11742,8806.5,6,Retail
7112,5334.0,8,Retail
12350,9262.5,5,Retail
21112,15834.0,8,Retail
20490,15367.5,10,Retail
235,176.25,1,Retail
21301,15975.75,7,Retail
20691,15518.25,9,Retail
14115,10586.25,5,Retail
45560,34170.0,10,Retail
34657,25992.75,7,Retail
31448,23586.0,8,Retail
16374,12280.5,6,Retail
16639,12479.25,7,Retail
16588,12441.0,4,Retail
2028,1521.0,6,Retail
43587,32690.25,9,Retail
39660,29745.0,10,Retail
11754,8815.5,9,Retail
5390,4042.5,5,Retail
24288,18216.0,6,Retail
2717,2037.75,1,Retail
28728,21546.0,6,Retail
23976,17982.0,6,Retail
23816,17862.0,8,Retail
8130,6097.5,6,Retail
12552,9414.0,3,Retail
36216,27162.0,9,Retail
13704,10278.0,4,Retail
9248,6936.0,4,Retail
10276,7707.0,7,Retail
3815,2861.25,7,Retail
8760,6570.0,8,Retail
5635,4226.25,7,Retail
3503,2627.25,1,Retail
9498,7123.5,6,Retail
29015,21761.25,7,Retail
23020,17265.0,10,Retail
4950,3712.5,1,Retail
20490,15367.5,10,Retail
1617,1212.75,3,Retail
22278,16708.5,6,Retail
1533,1149.75,1,Retail
2926,2194.5,1,Retail
3989,2991.75,1,Retail
7173,5379.75,9,Retail
2913,2184.75,1,Retail
4905,3678.75,3,Retail
20610,15457.5,6,Retail
14091,10568.25,3,Retail
30771,23078.25,9,Retail
9594,7195.5,2,Retail
27396,20547.0,9,Retail
575,431.25,5,Retail
16394,12295.5,7,Retail
4663,3497.25,1,Retail
24780,18585.0,6,Retail
19965,14973.75,5,Retail
7716,5787.0,4,Retail
23560,17670.0,5,Retail
8490,6367.5,6,Retail
11576,8682.0,8,Retail
21630,16222.5,10,Retail
9600,7200.0,2,Retail
2910,2182.5,5,Retail
516,387.0,6,Retail
25374,19030.5,6,Retail
3075,2306.25,1,Retail
14392,10794.0,4,Retail
25568,19176.0,8,Retail
33632,25224.0,8,Retail
5635,4226.25,5,Retail
12105,9078.75,3,Retail
24976,18732.0,8,Retail
5022,3766.5,3,Retail
3356,2517.0,4,Retail
208,156.0,1,Retail
2082,1561.5,1,Retail
28068,21051.0,6,Retail
3888,2916.0,8,Retail
9168,6876.0,8,Retail
30051,22538.25,9,Retail
8886,6664.5,2,Retail
2682,2011.5,1,Retail
19170,14377.5,5,Retail
1068,801.0,6,Retail
36500,27375.0,10,Retail
43070,32302.5,10,Retail
11570,8677.5,10,Retail
5040,3780.0,3,Retail
11319,8489.25,7,Retail
660,495.0,10,Retail
8344,6258.0,2,Retail
9335,7001.25,5,Retail
3924,2943.0,4,Retail
26840,20130.0,10,Retail
22740,17055.0,6,Retail
19336,14502.0,8,Retail
21469,16101.75,7,Retail
18320,13740.0,10,Retail
5324,3993.0,2,Retail
20240,15180.0,10,Retail
2368,1776.0,2,Retail
6190,4642.5,5,Retail
9720,7290.0,2,Retail
11052,8289.0,9,Retail
17228,12921.0,4,Retail
33943,25457.25,7,Retail
10668,8001.0,4,Retail
23000,17250.0,8,Retail
880,660.0,4,Retail
27232,20424.0,8,Retail
34450,25837.5,10,Retail
37233,27924.75,9,Retail
4031,3023.25,1,Retail
4790,3592.5,5,Retail
4224,3168.0,6,Retail
3102,2326.5,1,Retail
5712,4284.0,4,Retail
13090,9817.5,10,Retail
12075,9056.25,5,Retail
48240,36180.0,10,Retail
14080,10560.0,8,Retail
12990,9742.5,5,Retail
4669,3501.75,7,Retail
2664,1998.0,2,Retail
12264,9198.0,3,Retail
45130,33847.5,10,Retail
7308,5481.0,3,Retail
7764,5823.0,6,Retail
9480,7110.0,3,Retail
2440,1830.0,8,Retail
1752,1314.0,3,Retail
1511,1133.25,1,Retail
20172,15129.0,6,Retail
4388,3291.0,2,Retail
15940,11955.0,10,Retail
1998,1498.5,3,Retail
10536,7902.0,8,Retail
15323,11492.25,7,Retail
9165,6873.75,5,Retail
1613,1209.75,1,Retail
7490,5617.5,7,Retail
1962,1471.5,2,Retail
18608,13956.0,4,Retail
11405,8553.75,5,Retail
11688,8766.0,6,Retail
319,239.25,1,Retail
38889,29166.75,9,Retail
9546,7159.5,6,Retail
18104,13578.0,8,Retail
9716,7287.0,7,Retail
400,300.0,5,Retail
2180,1635.0,5,Retail
26316,19737.0,6,Retail
5726,4294.5,2,Retail
12740,9555.0,4,Retail
37728,28296.0,9,Retail
11424,8568.0,4,Retail
5007,3755.25,3,Retail
7315,5486.25,5,Retail
4784,3588.0,4,Retail
1320,990.0,8,Retail
43074,32305.5,9,Retail
12510,9382.5,9,Retail
1281,960.75,1,Retail
21411,16058.25,9,Retail
1772,1329.0,1,Retail
1680,1260.0,10,Retail
9600,7200.0,4,Retail
9568,7176.0,8,Retail
9954,7465.5,2,Retail
1681,1260.75,1,Retail
3963,2972.25,1,Retail
11106,8329.5,9,Retail
23510,17632.5,5,Retail
14792,11094.0,4,Retail
32800,24600.0,10,Retail
6480,4860.0,6,Retail
28428,21321.0,6,Retail
4887,3665.25,1,Retail
26019,19514.25,7,Retail
8170,6127.5,2,Retail
14733,11049.75,3,Retail
1876,1407.0,2,Retail
39150,29362.5,9,Retail
1884,1413.0,4,Retail
20082,15061.5,6,Retail
3995,2996.25,1,Retail
521,390.75,1,Retail
7245,5433.75,3,Retail
19323,14492.25,9,Retail
21928,16446.0,8,Retail
6380,4785.0,4,Retail
4072,3054.0,8,Retail
7180,5385.0,4,Retail
15992,11994.0,4,Retail
8484,6363.0,2,Retail
41994,31495.5,9,Retail
30024,22518.0,8,Retail
18414,13810.5,9,Retail
3380,2535.0,1,Retail
3990,2992.5,5,Retail
43040,32280.0,10,Retail
47690,35767.5,10,Retail
19615,14711.25,5,Retail
13640,10230.0,10,Retail
44676,33507.0,9,Retail
29970,22477.5,6,Retail
870,652.5,3,Retail
27256,20442.0,8,Retail
8436,6327.0,6,Retail
10829,8121.75,7,Retail
4979,3734.25,1,Retail
38493,28869.75,9,Retail
12952,9714.0,4,Retail
25878,19408.5,6,Retail
23820,17865.0,10,Retail
28428,21321.0,6,Retail
18420,13815.0,10,Retail
8694,6520.5,2,Retail
630,472.5,6,Retail
11106,8329.5,6,Retail
21368,16026.0,8,Retail
7106,5329.5,2,Retail
26117,19587.75,7,Retail
966,724.5,7,Retail
6162,4621.5,3,Retail
2274,1705.5,6,Retail
4626,3469.5,9,Retail
5164,3873.0,4,Retail
2737,2052.75,1,Retail
388,291.0,1,Retail
21174,15880.5,6,Retail
5770,4327.5,2,Retail
14855,11141.25,5,Retail
28903,21677.25,7,Retail
9774,7330.5,6,Retail
15856,11892.0,8,Retail
1437,1077.75,3,Retail
9985,7488.75,5,Retail
1142,856.5,1,Retail
5832,4374.0,6,Retail
907,680.25,1,Retail
7584,5688.0,3,Retail
3404,2553.0,4,Retail
7550,5662.5,5,Retail
24390,18292.5,6,Retail
9018,6763.5,6,Retail
3207,2405.25,3,Retail
19416,14562.0,6,Retail
48780,36585.0,10,Retail
18865,14148.75,5,Retail
19940,14955.0,4,Retail
2464,1848.0,7,Retail
16336,12252.0,4,Retail
6789,5091.75,3,Retail
30440,22830.0,8,Retail
1586,1189.5,2,Retail
833,624.75,1,Retail
23023,17267.25,7,Retail
26256,19692.0,6,Retail
14150,10612.5,5,Retail
16638,12478.5,6,Retail
7434,5575.5,3,Retail
28539,21404.25,9,Retail
3786,2839.5,6,Retail
24858,18643.5,9,Retail
14245,10683.75,5,Retail
17626,13219.5,7,Retail
16768,12576.0,8,Retail
7704,5778.0,3,Retail
7276,5457.0,4,Retail
2230,1672.5,2,Retail
3220,2415.0,2,Retail
2576,1932.0,8,Retail
35656,26742.0,8,Retail
2630,1972.5,10,Retail
21480,16110.0,5,Retail
22148,16611.0,7,Retail
1856,1392.0,8,Retail
6172,4629.0,2,Retail
32326,24244.5,7,Retail
14841,11130.75,3,Retail
9730,7297.5,10,Retail
25272,18954.0,9,Retail
110,82.5,1,Retail
12828,9621.0,3,Retail
14840,11130.0,4,Retail
4616,3462.0,1,Retail
19072,14304.0,4,Retail
192,144.0,1,Retail
29925,22443.75,7,Retail
3249,2436.75,3,Retail
2430,1822.5,9,Retail
15700,11775.0,4,Retail
23085,17313.75,5,Retail
10192,7644.0,8,Retail
19096,14322.0,8,Retail
8703,6527.25,3,Retail
20208,15156.0,6,Retail
16944,12708.0,6,Retail
1593,1194.75,1,Retail
